TSDate,serieNames,sales
2014-08-26,serie_1,3356.0
2014-08-26,serie_2,1090.0
2014-08-27,serie_1,3697.0
2014-08-27,serie_2,1217.0
2014-08-28,serie_1,3404.0
2014-08-28,serie_2,1112.0
2014-08-29,serie_1,2751.0
2014-08-29,serie_2,907.0
2014-08-30,serie_1,331.0
2014-08-30,serie_2,98.0
2014-08-31,serie_1,3784.0
2014-08-31,serie_2,1302.0
2014-09-01,serie_1,3931.0
2014-09-01,serie_2,1258.0
2014-09-02,serie_1,3374.0
2014-09-02,serie_2,1086.0
2014-09-03,serie_1,3241.0
2014-09-03,serie_2,1078.0
2014-09-04,serie_1,3186.0
2014-09-04,serie_2,1038.0
2014-09-05,serie_1,2491.0
2014-09-05,serie_2,988.0
2014-09-06,serie_1,2113.0
2014-09-06,serie_2,693.0
2014-09-07,serie_1,2775.0
2014-09-07,serie_2,843.0
2014-09-08,serie_1,3239.0
2014-09-08,serie_2,1118.0
2014-09-09,serie_1,3018.0
2014-09-09,serie_2,1041.0
2014-09-10,serie_1,2944.0
2014-09-10,serie_2,1028.0
2014-09-11,serie_1,2835.0
2014-09-11,serie_2,957.0
2014-09-12,serie_1,2482.0
2014-09-12,serie_2,798.0
2014-09-13,serie_1,1793.0
2014-09-13,serie_2,554.0
2014-09-14,serie_1,2289.0
2014-09-14,serie_2,811.0
2014-09-15,serie_1,3270.0
2014-09-15,serie_2,1105.0
2014-09-16,serie_1,2759.0
2014-09-16,serie_2,913.0
2014-09-17,serie_1,2918.0
2014-09-17,serie_2,971.0
2014-09-18,serie_1,2668.0
2014-09-18,serie_2,891.0
2014-09-19,serie_1,2225.0
2014-09-19,serie_2,744.0
2014-09-20,serie_1,1889.0
2014-09-20,serie_2,574.0
2014-09-21,serie_1,2361.0
2014-09-21,serie_2,751.0
2014-09-22,serie_1,3341.0
2014-09-22,serie_2,1102.0
2014-09-23,serie_1,3384.0
2014-09-23,serie_2,1032.0
2014-09-24,serie_1,3031.0
2014-09-24,serie_2,1002.0
2014-09-25,serie_1,3510.0
2014-09-25,serie_2,1286.0
2014-09-26,serie_1,2866.0
2014-09-26,serie_2,1013.0
2014-09-27,serie_1,2311.0
2014-09-27,serie_2,820.0
2014-09-28,serie_1,2862.0
2014-09-28,serie_2,960.0
2014-09-29,serie_1,4161.0
2014-09-29,serie_2,1278.0
2014-09-30,serie_1,3367.0
2014-09-30,serie_2,1180.0
2014-10-01,serie_1,3354.0
2014-10-01,serie_2,1103.0
2014-10-02,serie_1,3206.0
2014-10-02,serie_2,1022.0
2014-10-03,serie_1,2604.0
2014-10-03,serie_2,884.0
2014-10-04,serie_1,1719.0
2014-10-04,serie_2,568.0
2014-10-05,serie_1,2951.0
2014-10-05,serie_2,929.0
2014-10-06,serie_1,3553.0
2014-10-06,serie_2,1104.0
2014-10-07,serie_1,2980.0
2014-10-07,serie_2,1020.0
2014-10-08,serie_1,3067.0
2014-10-08,serie_2,1009.0
2014-10-09,serie_1,2965.0
2014-10-09,serie_2,980.0
2014-10-10,serie_1,2408.0
2014-10-10,serie_2,821.0
2014-10-11,serie_1,1589.0
2014-10-11,serie_2,560.0
2014-10-12,serie_1,2654.0
2014-10-12,serie_2,839.0
2014-10-13,serie_1,3178.0
2014-10-13,serie_2,1082.0
2014-10-14,serie_1,3093.0
2014-10-14,serie_2,932.0
2014-10-15,serie_1,2821.0
2014-10-15,serie_2,945.0
2014-10-16,serie_1,2805.0
2014-10-16,serie_2,896.0
2014-10-17,serie_1,2419.0
2014-10-17,serie_2,790.0
2014-10-18,serie_1,1729.0
2014-10-18,serie_2,554.0
2014-10-19,serie_1,2240.0
2014-10-19,serie_2,697.0
2014-10-20,serie_1,3282.0
2014-10-20,serie_2,1033.0
2014-10-21,serie_1,2934.0
2014-10-21,serie_2,951.0
2014-10-22,serie_1,2892.0
2014-10-22,serie_2,923.0
2014-10-23,serie_1,2821.0
2014-10-23,serie_2,911.0
2014-10-24,serie_1,2303.0
2014-10-24,serie_2,748.0
2014-10-25,serie_1,1754.0
2014-10-25,serie_2,534.0
2014-10-26,serie_1,2369.0
2014-10-26,serie_2,764.0
2014-10-27,serie_1,3439.0
2014-10-27,serie_2,1078.0
2014-10-28,serie_1,2953.0
2014-10-28,serie_2,942.0
2014-10-29,serie_1,2797.0
2014-10-29,serie_2,926.0
2014-10-30,serie_1,3104.0
2014-10-30,serie_2,968.0
2014-10-31,serie_1,2581.0
2014-10-31,serie_2,845.0
2014-11-01,serie_1,1721.0
2014-11-01,serie_2,547.0
2014-11-02,serie_1,2503.0
2014-11-02,serie_2,779.0
2014-11-03,serie_1,3344.0
2014-11-03,serie_2,1115.0
2014-11-04,serie_1,3166.0
2014-11-04,serie_2,1031.0
2014-11-05,serie_1,2996.0
2014-11-05,serie_2,1015.0
2014-11-06,serie_1,2748.0
2014-11-06,serie_2,925.0
2014-11-07,serie_1,2294.0
2014-11-07,serie_2,819.0
2014-11-08,serie_1,1555.0
2014-11-08,serie_2,557.0
2014-11-09,serie_1,2541.0
2014-11-09,serie_2,869.0
2014-11-10,serie_1,3371.0
2014-11-10,serie_2,1125.0
2014-11-11,serie_1,2518.0
2014-11-11,serie_2,882.0
2014-11-12,serie_1,2509.0
2014-11-12,serie_2,808.0
2014-11-13,serie_1,2851.0
2014-11-13,serie_2,1010.0
2014-11-14,serie_1,2399.0
2014-11-14,serie_2,836.0
2014-11-15,serie_1,1803.0
2014-11-15,serie_2,598.0
2014-11-16,serie_1,2378.0
2014-11-16,serie_2,783.0
2014-11-17,serie_1,3039.0
2014-11-17,serie_2,989.0
2014-11-18,serie_1,3112.0
2014-11-18,serie_2,1107.0
2014-11-19,serie_1,3007.0
2014-11-19,serie_2,1004.0
2014-11-20,serie_1,3091.0
2014-11-20,serie_2,1020.0
2014-11-21,serie_1,2603.0
2014-11-21,serie_2,877.0
2014-11-22,serie_1,2006.0
2014-11-22,serie_2,632.0
2014-11-23,serie_1,2694.0
2014-11-23,serie_2,920.0
2014-11-24,serie_1,3707.0
2014-11-24,serie_2,1258.0
2014-11-25,serie_1,3925.0
2014-11-25,serie_2,1227.0
2014-11-26,serie_1,3850.0
2014-11-26,serie_2,1195.0
2014-11-27,serie_1,4021.0
2014-11-27,serie_2,1209.0
2014-11-28,serie_1,3471.0
2014-11-28,serie_2,1043.0
2014-11-29,serie_1,2792.0
2014-11-29,serie_2,800.0
2014-11-30,serie_1,3804.0
2014-11-30,serie_2,1139.0
2014-12-01,serie_1,4829.0
2014-12-01,serie_2,1434.0
2014-12-02,serie_1,4820.0
2014-12-02,serie_2,1503.0
2014-12-03,serie_1,4536.0
2014-12-03,serie_2,1391.0
2014-12-04,serie_1,4469.0
2014-12-04,serie_2,1381.0
2014-12-05,serie_1,3570.0
2014-12-05,serie_2,1135.0
2014-12-06,serie_1,2950.0
2014-12-06,serie_2,949.0
2014-12-07,serie_1,3878.0
2014-12-07,serie_2,1192.0
2014-12-08,serie_1,5006.0
2014-12-08,serie_2,1610.0
2014-12-09,serie_1,3713.0
2014-12-09,serie_2,1316.0
2014-12-10,serie_1,3853.0
2014-12-10,serie_2,1323.0
2014-12-11,serie_1,3792.0
2014-12-11,serie_2,1310.0
2014-12-12,serie_1,3391.0
2014-12-12,serie_2,1132.0
2014-12-13,serie_1,2714.0
2014-12-13,serie_2,778.0
2014-12-14,serie_1,3509.0
2014-12-14,serie_2,1193.0
2014-12-15,serie_1,4445.0
2014-12-15,serie_2,1547.0
2014-12-16,serie_1,4853.0
2014-12-16,serie_2,1609.0
2014-12-17,serie_1,4774.0
2014-12-17,serie_2,1592.0
2014-12-18,serie_1,5046.0
2014-12-18,serie_2,1624.0
2014-12-19,serie_1,4297.0
2014-12-19,serie_2,1409.0
2014-12-20,serie_1,4060.0
2014-12-20,serie_2,1205.0
2014-12-21,serie_1,4909.0
2014-12-21,serie_2,1555.0
2014-12-22,serie_1,6350.0
2014-12-22,serie_2,2064.0
2014-12-23,serie_1,7125.0
2014-12-23,serie_2,2294.0
2014-12-24,serie_1,6033.0
2014-12-24,serie_2,1913.0
2014-12-25,serie_1,2468.0
2014-12-25,serie_2,692.0
2014-12-26,serie_1,5850.0
2014-12-26,serie_2,1800.0
2014-12-27,serie_1,4381.0
2014-12-27,serie_2,1239.0
2014-12-28,serie_1,4354.0
2014-12-28,serie_2,1271.0
2014-12-29,serie_1,5606.0
2014-12-29,serie_2,1667.0
2014-12-30,serie_1,4908.0
2014-12-30,serie_2,1306.0
2014-12-31,serie_1,2562.0
2014-12-31,serie_2,638.0
2015-01-01,serie_1,1544.0
2015-01-01,serie_2,441.0
2015-01-02,serie_1,5749.0
2015-01-02,serie_2,1628.0
2015-01-03,serie_1,3796.0
2015-01-03,serie_2,985.0
2015-01-04,serie_1,3875.0
2015-01-04,serie_2,974.0
2015-01-05,serie_1,4289.0
2015-01-05,serie_2,1158.0
2015-01-06,serie_1,3723.0
2015-01-06,serie_2,1070.0
2015-01-07,serie_1,2346.0
2015-01-07,serie_2,832.0
2015-01-08,serie_1,3495.0
2015-01-08,serie_2,1131.0
2015-01-09,serie_1,4326.0
2015-01-09,serie_2,1193.0
2015-01-10,serie_1,3408.0
2015-01-10,serie_2,1004.0
2015-01-11,serie_1,3223.0
2015-01-11,serie_2,962.0
2015-01-12,serie_1,4186.0
2015-01-12,serie_2,1258.0
2015-01-13,serie_1,3572.0
2015-01-13,serie_2,1141.0
2015-01-14,serie_1,3752.0
2015-01-14,serie_2,1129.0
2015-01-15,serie_1,3830.0
2015-01-15,serie_2,1079.0
2015-01-16,serie_1,3187.0
2015-01-16,serie_2,908.0
2015-01-17,serie_1,2660.0
2015-01-17,serie_2,798.0
2015-01-18,serie_1,3198.0
2015-01-18,serie_2,964.0
2015-01-19,serie_1,3993.0
2015-01-19,serie_2,1199.0
2015-01-20,serie_1,3797.0
2015-01-20,serie_2,1105.0
2015-01-21,serie_1,3570.0
2015-01-21,serie_2,1075.0
2015-01-22,serie_1,3625.0
2015-01-22,serie_2,1153.0
2015-01-23,serie_1,3242.0
2015-01-23,serie_2,996.0
2015-01-24,serie_1,2617.0
2015-01-24,serie_2,761.0
2015-01-25,serie_1,3293.0
2015-01-25,serie_2,1011.0
2015-01-26,serie_1,4008.0
2015-01-26,serie_2,1192.0
2015-01-27,serie_1,2668.0
2015-01-27,serie_2,820.0
2015-01-28,serie_1,4491.0
2015-01-28,serie_2,1423.0
2015-01-29,serie_1,3614.0
2015-01-29,serie_2,1120.0
2015-01-30,serie_1,3600.0
2015-01-30,serie_2,1120.0
2015-01-31,serie_1,3017.0
2015-01-31,serie_2,901.0
2015-02-01,serie_1,3096.0
2015-02-01,serie_2,948.0
2015-02-02,serie_1,3024.0
2015-02-02,serie_2,957.0
2015-02-03,serie_1,4193.0
2015-02-03,serie_2,1325.0
2015-02-04,serie_1,3316.0
2015-02-04,serie_2,1015.0
2015-02-05,serie_1,3471.0
2015-02-05,serie_2,1109.0
2015-02-06,serie_1,3298.0
2015-02-06,serie_2,1051.0
2015-02-07,serie_1,2546.0
2015-02-07,serie_2,731.0
2015-02-08,serie_1,2966.0
2015-02-08,serie_2,910.0
2015-02-09,serie_1,3964.0
2015-02-09,serie_2,1214.0
2015-02-10,serie_1,3505.0
2015-02-10,serie_2,1119.0
2015-02-11,serie_1,3466.0
2015-02-11,serie_2,1109.0
2015-02-12,serie_1,3457.0
2015-02-12,serie_2,1114.0
2015-02-13,serie_1,2907.0
2015-02-13,serie_2,962.0
2015-02-14,serie_1,2447.0
2015-02-14,serie_2,704.0
2015-02-15,serie_1,3004.0
2015-02-15,serie_2,940.0
2015-02-16,serie_1,3590.0
2015-02-16,serie_2,1177.0
2015-02-17,serie_1,3421.0
2015-02-17,serie_2,1050.0
2015-02-18,serie_1,3362.0
2015-02-18,serie_2,1081.0
2015-02-19,serie_1,3385.0
2015-02-19,serie_2,1059.0
2015-02-20,serie_1,2939.0
2015-02-20,serie_2,878.0
2015-02-21,serie_1,2408.0
2015-02-21,serie_2,736.0
2015-02-22,serie_1,2915.0
2015-02-22,serie_2,877.0
2015-02-23,serie_1,3789.0
2015-02-23,serie_2,1159.0
2015-02-24,serie_1,3618.0
2015-02-24,serie_2,1110.0
2015-02-25,serie_1,3486.0
2015-02-25,serie_2,1076.0
2015-02-26,serie_1,3700.0
2015-02-26,serie_2,1090.0
2015-02-27,serie_1,3349.0
2015-02-27,serie_2,995.0
2015-02-28,serie_1,2379.0
2015-02-28,serie_2,724.0
2015-03-01,serie_1,3246.0
2015-03-01,serie_2,949.0
2015-03-02,serie_1,4086.0
2015-03-02,serie_2,1225.0
2015-03-03,serie_1,3792.0
2015-03-03,serie_2,1172.0
2015-03-04,serie_1,3773.0
2015-03-04,serie_2,1132.0
2015-03-05,serie_1,3756.0
2015-03-05,serie_2,1126.0
2015-03-06,serie_1,3215.0
2015-03-06,serie_2,949.0
2015-03-07,serie_1,2488.0
2015-03-07,serie_2,714.0
2015-03-08,serie_1,3223.0
2015-03-08,serie_2,946.0
2015-03-09,serie_1,3951.0
2015-03-09,serie_2,1176.0
2015-03-10,serie_1,3578.0
2015-03-10,serie_2,1062.0
2015-03-11,serie_1,3605.0
2015-03-11,serie_2,1007.0
2015-03-12,serie_1,3504.0
2015-03-12,serie_2,1030.0
2015-03-13,serie_1,3007.0
2015-03-13,serie_2,878.0
2015-03-14,serie_1,2250.0
2015-03-14,serie_2,586.0
2015-03-15,serie_1,3030.0
2015-03-15,serie_2,861.0
2015-03-16,serie_1,3972.0
2015-03-16,serie_2,1117.0
2015-03-17,serie_1,3654.0
2015-03-17,serie_2,1075.0
2015-03-18,serie_1,3375.0
2015-03-18,serie_2,1023.0
2015-03-19,serie_1,3316.0
2015-03-19,serie_2,1033.0
2015-03-20,serie_1,3099.0
2015-03-20,serie_2,869.0
2015-03-21,serie_1,2428.0
2015-03-21,serie_2,693.0
2015-03-22,serie_1,3136.0
2015-03-22,serie_2,954.0
2015-03-23,serie_1,3782.0
2015-03-23,serie_2,1144.0
2015-03-24,serie_1,3983.0
2015-03-24,serie_2,1165.0
2015-03-25,serie_1,4087.0
2015-03-25,serie_2,1142.0
2015-03-26,serie_1,4120.0
2015-03-26,serie_2,1125.0
2015-03-27,serie_1,3679.0
2015-03-27,serie_2,1015.0
2015-03-28,serie_1,3251.0
2015-03-28,serie_2,908.0
2015-03-29,serie_1,3557.0
2015-03-29,serie_2,1001.0
2015-03-30,serie_1,4994.0
2015-03-30,serie_2,1344.0
2015-03-31,serie_1,4426.0
2015-03-31,serie_2,1244.0
2015-04-01,serie_1,4137.0
2015-04-01,serie_2,1170.0
2015-04-02,serie_1,4327.0
2015-04-02,serie_2,1282.0
2015-04-03,serie_1,3747.0
2015-04-03,serie_2,1099.0
2015-04-04,serie_1,3114.0
2015-04-04,serie_2,825.0
2015-04-05,serie_1,3598.0
2015-04-05,serie_2,1017.0
2015-04-06,serie_1,4108.0
2015-04-06,serie_2,1268.0
2015-04-07,serie_1,4125.0
2015-04-07,serie_2,1288.0
2015-04-08,serie_1,4519.0
2015-04-08,serie_2,1273.0
2015-04-09,serie_1,4327.0
2015-04-09,serie_2,1226.0
2015-04-10,serie_1,3507.0
2015-04-10,serie_2,1124.0
2015-04-11,serie_1,2357.0
2015-04-11,serie_2,825.0
2015-04-12,serie_1,2239.0
2015-04-12,serie_2,372.0
2015-04-13,serie_1,4382.0
2015-04-13,serie_2,1355.0
2015-04-14,serie_1,4451.0
2015-04-14,serie_2,1335.0
2015-04-15,serie_1,3500.0
2015-04-15,serie_2,1063.0
2015-04-16,serie_1,3579.0
2015-04-16,serie_2,1056.0
2015-04-17,serie_1,3169.0
2015-04-17,serie_2,921.0
2015-04-18,serie_1,2585.0
2015-04-18,serie_2,663.0
2015-04-19,serie_1,3002.0
2015-04-19,serie_2,879.0
2015-04-20,serie_1,4193.0
2015-04-20,serie_2,1257.0
2015-04-21,serie_1,3827.0
2015-04-21,serie_2,1041.0
2015-04-22,serie_1,3701.0
2015-04-22,serie_2,1111.0
2015-04-23,serie_1,3901.0
2015-04-23,serie_2,1127.0
2015-04-24,serie_1,3151.0
2015-04-24,serie_2,940.0
2015-04-25,serie_1,2389.0
2015-04-25,serie_2,674.0
2015-04-26,serie_1,3515.0
2015-04-26,serie_2,1019.0
2015-04-27,serie_1,3838.0
2015-04-27,serie_2,1146.0
2015-04-28,serie_1,3660.0
2015-04-28,serie_2,1076.0
2015-04-29,serie_1,4349.0
2015-04-29,serie_2,1265.0
2015-04-30,serie_1,4341.0
2015-04-30,serie_2,1238.0
2015-05-01,serie_1,3564.0
2015-05-01,serie_2,1024.0
2015-05-02,serie_1,2829.0
2015-05-02,serie_2,818.0
2015-05-03,serie_1,2901.0
2015-05-03,serie_2,884.0
2015-05-04,serie_1,4666.0
2015-05-04,serie_2,1283.0
2015-05-05,serie_1,4120.0
2015-05-05,serie_2,1196.0
2015-05-06,serie_1,4028.0
2015-05-06,serie_2,1056.0
2015-05-07,serie_1,4503.0
2015-05-07,serie_2,1341.0
2015-05-08,serie_1,3863.0
2015-05-08,serie_2,1146.0
2015-05-09,serie_1,3061.0
2015-05-09,serie_2,897.0
2015-05-10,serie_1,4177.0
2015-05-10,serie_2,1176.0
2015-05-11,serie_1,3941.0
2015-05-11,serie_2,1181.0
2015-05-12,serie_1,4346.0
2015-05-12,serie_2,1228.0
2015-05-13,serie_1,4457.0
2015-05-13,serie_2,1327.0
2015-05-14,serie_1,3025.0
2015-05-14,serie_2,862.0
2015-05-15,serie_1,2719.0
2015-05-15,serie_2,829.0
2015-05-16,serie_1,3572.0
2015-05-16,serie_2,1072.0
2015-05-17,serie_1,2970.0
2015-05-17,serie_2,1027.0
2015-05-18,serie_1,4051.0
2015-05-18,serie_2,1111.0
2015-05-19,serie_1,3976.0
2015-05-19,serie_2,1177.0
2015-05-20,serie_1,3451.0
2015-05-20,serie_2,1054.0
2015-05-21,serie_1,3983.0
2015-05-21,serie_2,875.0
2015-05-22,serie_1,3759.0
2015-05-22,serie_2,1155.0
2015-05-23,serie_1,3241.0
2015-05-23,serie_2,856.0
2015-05-24,serie_1,2717.0
2015-05-24,serie_2,624.0
2015-05-25,serie_1,4358.0
2015-05-25,serie_2,1421.0
2015-05-26,serie_1,4574.0
2015-05-26,serie_2,1502.0
2015-05-27,serie_1,4511.0
2015-05-27,serie_2,1441.0
2015-05-28,serie_1,4707.0
2015-05-28,serie_2,1455.0
2015-05-29,serie_1,3987.0
2015-05-29,serie_2,1225.0
2015-05-30,serie_1,2966.0
2015-05-30,serie_2,944.0
2015-05-31,serie_1,2198.0
2015-05-31,serie_2,319.0
2015-06-01,serie_1,4932.0
2015-06-01,serie_2,1625.0
2015-06-02,serie_1,4730.0
2015-06-02,serie_2,1545.0
2015-06-03,serie_1,4367.0
2015-06-03,serie_2,1384.0
2015-06-04,serie_1,4555.0
2015-06-04,serie_2,1397.0
2015-06-05,serie_1,3598.0
2015-06-05,serie_2,1065.0
2015-06-06,serie_1,2663.0
2015-06-06,serie_2,821.0
2015-06-07,serie_1,3870.0
2015-06-07,serie_2,1209.0
2015-06-08,serie_1,4489.0
2015-06-08,serie_2,1477.0
2015-06-09,serie_1,4301.0
2015-06-09,serie_2,1450.0
2015-06-10,serie_1,4305.0
2015-06-10,serie_2,1429.0
2015-06-11,serie_1,4138.0
2015-06-11,serie_2,1384.0
2015-06-12,serie_1,3507.0
2015-06-12,serie_2,1132.0
2015-06-13,serie_1,2528.0
2015-06-13,serie_2,862.0
2015-06-14,serie_1,3476.0
2015-06-14,serie_2,1192.0
2015-06-15,serie_1,4684.0
2015-06-15,serie_2,1641.0
2015-06-16,serie_1,4289.0
2015-06-16,serie_2,1502.0
2015-06-17,serie_1,4241.0
2015-06-17,serie_2,1544.0
2015-06-18,serie_1,4131.0
2015-06-18,serie_2,1508.0
2015-06-19,serie_1,3750.0
2015-06-19,serie_2,1320.0
2015-06-20,serie_1,2912.0
2015-06-20,serie_2,1025.0
2015-06-21,serie_1,3435.0
2015-06-21,serie_2,1249.0
2015-06-22,serie_1,4733.0
2015-06-22,serie_2,1730.0
2015-06-23,serie_1,4276.0
2015-06-23,serie_2,1615.0
2015-06-24,serie_1,4312.0
2015-06-24,serie_2,1555.0
2015-06-25,serie_1,4278.0
2015-06-25,serie_2,1666.0
2015-06-26,serie_1,3533.0
2015-06-26,serie_2,1302.0
2015-06-27,serie_1,2731.0
2015-06-27,serie_2,893.0
2015-06-28,serie_1,3394.0
2015-06-28,serie_2,1323.0
2015-06-29,serie_1,5331.0
2015-06-29,serie_2,1923.0
2015-06-30,serie_1,5783.0
2015-06-30,serie_2,1769.0
2015-07-01,serie_1,4808.0
2015-07-01,serie_2,1610.0
2015-07-02,serie_1,5350.0
2015-07-02,serie_2,1538.0
2015-07-03,serie_1,4283.0
2015-07-03,serie_2,1210.0
2015-07-04,serie_1,3390.0
2015-07-04,serie_2,1027.0
2015-07-05,serie_1,5247.0
2015-07-05,serie_2,1649.0
2015-07-06,serie_1,6080.0
2015-07-06,serie_2,1732.0
2015-07-07,serie_1,4732.0
2015-07-07,serie_2,1551.0
2015-07-08,serie_1,5096.0
2015-07-08,serie_2,1617.0
2015-07-09,serie_1,5191.0
2015-07-09,serie_2,1600.0
2015-07-10,serie_1,4290.0
2015-07-10,serie_2,1344.0
2015-07-11,serie_1,2846.0
2015-07-11,serie_2,907.0
2015-07-12,serie_1,3904.0
2015-07-12,serie_2,1334.0
2015-07-13,serie_1,5242.0
2015-07-13,serie_2,1820.0
2015-07-14,serie_1,5061.0
2015-07-14,serie_2,1724.0
2015-07-15,serie_1,4772.0
2015-07-15,serie_2,1655.0
2015-07-16,serie_1,4543.0
2015-07-16,serie_2,1518.0
2015-07-17,serie_1,3512.0
2015-07-17,serie_2,1135.0
2015-07-18,serie_1,2695.0
2015-07-18,serie_2,898.0
2015-07-19,serie_1,3903.0
2015-07-19,serie_2,1417.0
2015-07-20,serie_1,5201.0
2015-07-20,serie_2,1785.0
2015-07-21,serie_1,4467.0
2015-07-21,serie_2,1469.0
2015-07-22,serie_1,3978.0
2015-07-22,serie_2,1279.0
2015-07-23,serie_1,4191.0
2015-07-23,serie_2,1423.0
2015-07-24,serie_1,3610.0
2015-07-24,serie_2,1222.0
2015-07-25,serie_1,2804.0
2015-07-25,serie_2,1035.0
2015-07-26,serie_1,3863.0
2015-07-26,serie_2,1369.0
2015-07-27,serie_1,4745.0
2015-07-27,serie_2,1546.0
2015-07-28,serie_1,5052.0
2015-07-28,serie_2,1706.0
2015-07-29,serie_1,4776.0
2015-07-29,serie_2,1569.0
2015-07-30,serie_1,5005.0
2015-07-30,serie_2,1675.0
2015-07-31,serie_1,4266.0
2015-07-31,serie_2,1444.0
2015-08-01,serie_1,3358.0
2015-08-01,serie_2,1111.0
2015-08-02,serie_1,3942.0
2015-08-02,serie_2,1301.0
2015-08-03,serie_1,5453.0
2015-08-03,serie_2,1866.0
2015-08-04,serie_1,4764.0
2015-08-04,serie_2,1489.0
2015-08-05,serie_1,4793.0
2015-08-05,serie_2,1609.0
2015-08-06,serie_1,4510.0
2015-08-06,serie_2,1569.0
2015-08-07,serie_1,3961.0
2015-08-07,serie_2,1275.0
2015-08-08,serie_1,2691.0
2015-08-08,serie_2,849.0
2015-08-09,serie_1,3164.0
2015-08-09,serie_2,1161.0
2015-08-10,serie_1,5015.0
2015-08-10,serie_2,1623.0
2015-08-11,serie_1,4805.0
2015-08-11,serie_2,1529.0
2015-08-12,serie_1,4616.0
2015-08-12,serie_2,1449.0
2015-08-13,serie_1,4620.0
2015-08-13,serie_2,1442.0
2015-08-14,serie_1,3783.0
2015-08-14,serie_2,1209.0
2015-08-15,serie_1,2799.0
2015-08-15,serie_2,825.0
2015-08-16,serie_1,4040.0
2015-08-16,serie_2,1280.0
2015-08-17,serie_1,5612.0
2015-08-17,serie_2,1677.0
2015-08-18,serie_1,5356.0
2015-08-18,serie_2,1656.0
2015-08-19,serie_1,4817.0
2015-08-19,serie_2,1550.0
2015-08-20,serie_1,4535.0
2015-08-20,serie_2,1442.0
2015-08-21,serie_1,4081.0
2015-08-21,serie_2,1297.0
2015-08-22,serie_1,3274.0
2015-08-22,serie_2,1021.0
2015-08-23,serie_1,4141.0
2015-08-23,serie_2,1278.0
2015-08-24,serie_1,5769.0
2015-08-24,serie_2,1847.0
2015-08-25,serie_1,5542.0
2015-08-25,serie_2,1794.0
2015-08-26,serie_1,5650.0
2015-08-26,serie_2,1764.0
2015-08-27,serie_1,5564.0
2015-08-27,serie_2,1738.0
2015-08-28,serie_1,4832.0
2015-08-28,serie_2,1435.0
2015-08-29,serie_1,3493.0
2015-08-29,serie_2,1024.0
2015-08-30,serie_1,4513.0
2015-08-30,serie_2,1436.0
2015-08-31,serie_1,6589.0
2015-08-31,serie_2,2100.0
2015-09-01,serie_1,5882.0
2015-09-01,serie_2,1770.0
2015-09-02,serie_1,5722.0
2015-09-02,serie_2,1796.0
2015-09-03,serie_1,5594.0
2015-09-03,serie_2,1722.0
2015-09-04,serie_1,4779.0
2015-09-04,serie_2,1429.0
2015-09-05,serie_1,3219.0
2015-09-05,serie_2,966.0
2015-09-06,serie_1,4552.0
2015-09-06,serie_2,1433.0
2015-09-07,serie_1,6251.0
2015-09-07,serie_2,1923.0
2015-09-08,serie_1,5315.0
2015-09-08,serie_2,1658.0
2015-09-09,serie_1,5149.0
2015-09-09,serie_2,1507.0
2015-09-10,serie_1,4955.0
2015-09-10,serie_2,1570.0
2015-09-11,serie_1,4398.0
2015-09-11,serie_2,1302.0
2015-09-12,serie_1,3059.0
2015-09-12,serie_2,914.0
2015-09-13,serie_1,4211.0
2015-09-13,serie_2,1322.0
2015-09-14,serie_1,5516.0
2015-09-14,serie_2,1692.0
2015-09-15,serie_1,5013.0
2015-09-15,serie_2,1543.0
2015-09-16,serie_1,5037.0
2015-09-16,serie_2,1528.0
2015-09-17,serie_1,4957.0
2015-09-17,serie_2,1535.0
2015-09-18,serie_1,4371.0
2015-09-18,serie_2,1260.0
2015-09-19,serie_1,3301.0
2015-09-19,serie_2,942.0
2015-09-20,serie_1,4118.0
2015-09-20,serie_2,1296.0
2015-09-21,serie_1,5608.0
2015-09-21,serie_2,1686.0
2015-09-22,serie_1,4913.0
2015-09-22,serie_2,1459.0
2015-09-23,serie_1,5154.0
2015-09-23,serie_2,1490.0
2015-09-24,serie_1,5168.0
2015-09-24,serie_2,1701.0
2015-09-25,serie_1,4581.0
2015-09-25,serie_2,1309.0
2015-09-26,serie_1,3584.0
2015-09-26,serie_2,964.0
2015-09-27,serie_1,4021.0
2015-09-27,serie_2,1291.0
2015-09-28,serie_1,5799.0
2015-09-28,serie_2,1631.0
2015-09-29,serie_1,5170.0
2015-09-29,serie_2,1559.0
2015-09-30,serie_1,5451.0
2015-09-30,serie_2,1566.0
2015-10-01,serie_1,5284.0
2015-10-01,serie_2,1501.0
2015-10-02,serie_1,4420.0
2015-10-02,serie_2,1308.0
2015-10-03,serie_1,3394.0
2015-10-03,serie_2,919.0
2015-10-04,serie_1,4109.0
2015-10-04,serie_2,1220.0
2015-10-05,serie_1,5810.0
2015-10-05,serie_2,1665.0
2015-10-06,serie_1,5314.0
2015-10-06,serie_2,1572.0
2015-10-07,serie_1,5275.0
2015-10-07,serie_2,1573.0
2015-10-08,serie_1,5356.0
2015-10-08,serie_2,1512.0
2015-10-09,serie_1,4515.0
2015-10-09,serie_2,1339.0
2015-10-10,serie_1,3169.0
2015-10-10,serie_2,1024.0
2015-10-11,serie_1,4180.0
2015-10-11,serie_2,1214.0
2015-10-12,serie_1,5874.0
2015-10-12,serie_2,1811.0
2015-10-13,serie_1,5068.0
2015-10-13,serie_2,1532.0
2015-10-14,serie_1,5122.0
2015-10-14,serie_2,1510.0
